LEVL_CODE,NAME_LATN,NUTS_ID,NUTS_NAME,p2,p95,mean
2,Dresden,DED2,Dresden,0.2753099040216131,0.7596998432967247,0.6017962246488399
2,Bremen,DE50,Bremen,0.0996640813030281,0.7518563321462144,0.5370283345098947
2,Hamburg,DE60,Hamburg,0.1153280996770967,0.7440552979187589,0.5403878739453731
2,Saarland,DEC0,Saarland,0.3223305829618312,0.7636113589701203,0.6435226120599161
2,Detmold,DEA4,Detmold,0.369140088273688,0.7479886295022407,0.6076061762271419
2,Gießen,DE72,Gießen,0.416039357509142,0.759698304137458,0.6516485536510891
2,Sachsen-Anhalt,DEE0,Sachsen-Anhalt,0.3417732872709765,0.7519114263407017,0.5783014650906771
2,Leipzig,DED5,Leipzig,0.2676326762908756,0.7441435753594621,0.557775538613217
2,Chemnitz,DED4,Chemnitz,0.3769639713093983,0.7714297843586795,0.6305047267117466
2,Niederbayern,DE22,Niederbayern,0.404317707751652,0.7831470320825662,0.6398221942133302
2,Rheinhessen-Pfalz,DEB3,Rheinhessen-Pfalz,0.2871593926684827,0.763614943481624,0.6015133348911536
2,Stuttgart,DE11,Stuttgart,0.3340844104415026,0.7675117128006675,0.6172234794958148
2,Brandenburg,DE40,Brandenburg,0.3105493676633709,0.751880619892578,0.6084165463271832
2,Unterfranken,DE26,Unterfranken,0.3770362918054815,0.7831411716395337,0.6235482291102422
2,Lüneburg,DE93,Lüneburg,0.4356841418034203,0.763590557691007,0.6468736549057023
2,Weser-Ems,DE94,Weser-Ems,0.3926094655090344,0.7675296261464346,0.6392991585437616
2,Arnsberg,DEA5,Arnsberg,0.3261352830537408,0.7714314590540978,0.6541243726335981
2,Oberfranken,DE24,Oberfranken,0.4081576338672211,0.7636061969833827,0.6390290957266342
2,Trier,DEB2,Trier,0.4473503144909031,0.7753094572120941,0.6741666899632102
2,Braunschweig,DE91,Braunschweig,0.3847304891974911,0.7675056679353887,0.621373589995638
2,Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,0.3027159256682923,0.7636217655968395,0.6092747872991127
2,Oberpfalz,DE23,Oberpfalz,0.3925646851418918,0.7597063417858978,0.6407169203353014
2,Münster,DEA3,Münster,0.3496248843304955,0.7441027364626447,0.6043236801613442
2,Schwaben,DE27,Schwaben,0.3496302355269219,0.7831499624889983,0.6520282653103242
2,Darmstadt,DE71,Darmstadt,0.2794271300030995,0.7714156150985007,0.6277716637597955
2,Kassel,DE73,Kassel,0.4276927975678403,0.7674926001796434,0.6508984895371086
2,Hannover,DE92,Hannover,0.3535626851491847,0.7518928078286133,0.6051312458016248
2,Koblenz,DEB1,Koblenz,0.3691097452986041,0.7674978996413647,0.6534481031614405
2,Hovedstaden,DK01,Hovedstaden,0.1893979493282809,0.7676118812440171,0.5907838176754582
2,Sjælland,DK02,Sjælland,0.3340885856224047,0.7597819033429678,0.58124349746006
2,Syddanmark,DK03,Syddanmark,0.3652020983150073,0.7480316497729974,0.6077331834304183
2,Midtjylland,DK04,Midtjylland,0.3573978460380753,0.7519466685720815,0.614602705351962
2,Nordjylland,DK05,Nordjylland,0.3262431101164145,0.7402012770405784,0.6116826182322711
2,Eesti,EE00,Eesti,0.4082338561055806,0.7753307793725139,0.6659328529820225
2,Dytiki Makedonia,EL53,Δυτική Μακεδονία,0.2714966114617992,0.7245962702642249,0.5146505387037456
2,Sterea Elláda,EL64,Στερεά Ελλάδα,0.2597895216080245,0.7245631432534471,0.5215072799103612
2,Ipeiros,EL54,Ήπειρος,0.2793366401032353,0.7597296864392218,0.5986312725147713
2,Kriti,EL43,Κρήτη,0.1542878587915264,0.5956657440614648,0.3968418098946514
2,Peloponnisos,EL65,Πελοπόννησος,0.2949580684266711,0.7089762381550117,0.5251165754984135
2,Attiki,EL30,Aττική,0.1192004413126159,0.6347529115924395,0.411700546878577
2,"Anatoliki Makedonia, Thraki",EL51,"Aνατολική Μακεδονία, Θράκη",0.2832816049267124,0.7167493840351814,0.5341253121032646
2,Voreio Aigaio,EL41,Βόρειο Αιγαίο,0.2050926537123767,0.642570874817602,0.4295823038502203
2,Ionia Nisia,EL62,Ιόνια Νησιά,0.2637327111719437,0.7402193927313873,0.5595901176236613
2,Dytiki Elláda,EL63,Δυτική Ελλάδα,0.2636753914899924,0.7206786446794471,0.5435325929821658
2,Thessalia,EL61,Θεσσαλία,0.2871370448475482,0.7441076114375096,0.5170494875703656
2,Kentriki Makedonia,EL52,Κεντρική Μακεδονία,0.2793796896987247,0.7206725895793966,0.5155395199569169
2,Notio Aigaio,EL42,Νότιο Αιγαίο,0.1465013001068362,0.5487947529580594,0.3541281007019046
2,Illes Balears,ES53,Illes Balears,0.2090227521622072,0.6425172964059636,0.4443772708941921
2,Andalucía,ES61,Andalucía,0.146520733204086,0.5956948917233832,0.3640612761454951
2,Región de Murcia,ES62,Región de Murcia,0.134790425841655,0.4706765397611647,0.2771536523472676
2,Ciudad de Ceuta,ES63,Ciudad de Ceuta,0.0534553958495389,0.6819243162870408,0.3869100390866047
2,Ciudad de Melilla,ES64,Ciudad de Melilla,0.0456012164553006,0.3732232749462127,0.1985138832253731
2,Galicia,ES11,Galicia,0.3965016359297353,0.7675262307390206,0.6612538405734015
2,Cantabria,ES13,Cantabria,0.2870481768935321,0.7596847520447724,0.6545913155775458
2,Castilla-La Mancha,ES42,Castilla-La Mancha,0.1778118247005054,0.5761577706548235,0.3373329379759963
2,Extremadura,ES43,Extremadura,0.22071881611479,0.5917812360903874,0.4148458129324816
2,Castilla y León,ES41,Castilla y León,0.224666923154919,0.6738195832906142,0.4180154317178566
2,Comunidad Foral de Navarra,ES22,Comunidad Foral de Navarra,0.1816554793530686,0.751883726334925,0.5060937818214013
2,Principado de Asturias,ES12,Principado de Asturias,0.3887440229824086,0.7636111869191707,0.6765186283447046
2,Comunitat Valenciana,ES52,Comunitat Valenciana,0.1543416683262613,0.5957128011942269,0.3977956418282121
2,País Vasco,ES21,País Vasco,0.2519724463606156,0.7831610161670959,0.6478682374734712
2,Aragón,ES24,Aragón,0.1621804111394187,0.6582058323850297,0.3759005654815414
2,Comunidad de Madrid,ES30,Comunidad de Madrid,0.1347689640580016,0.6034774954950168,0.3655694588572558
2,Canarias,ES70,Canarias,0.0567224307067798,0.7051015751957111,0.2922061957839838
2,Cataluña,ES51,Cataluña,0.2050903344797785,0.7206788724047717,0.5055438571839761
2,La Rioja,ES23,La Rioja,0.2168117060746326,0.7128493681900763,0.4633038075444265
2,Helsinki-Uusimaa,FI1B,Helsinki-Uusimaa,0.2441334580882738,0.751915221928441,0.6192458676531435
2,Åland,FI20,Åland,0.2872206234622146,0.7557897760955339,0.6217798765546044
2,Etelä-Suomi,FI1C,Etelä-Suomi,0.232428851262552,0.7597203171365705,0.6184603830499066
2,Pohjois- ja Itä-Suomi,FI1D,Pohjois- ja Itä-Suomi,0.2519633658554719,0.7636187431269331,0.6445504144490424
2,Länsi-Suomi,FI19,Länsi-Suomi,0.240238762629798,0.7558041697413433,0.6383834246035358
2,Ile-de-France,FR10,Ile-de-France,0.2324697741768378,0.7441030970430147,0.5349582424257113
2,Centre — Val de Loire,FRB0,Centre — Val de Loire,0.3887337901053145,0.7401907478549595,0.5631333917827809
2,Limousin,FRI2,Limousin,0.5058566624748687,0.763605062450706,0.6879606484917195
2,Poitou-Charentes,FRI3,Poitou-Charentes,0.3652941096942239,0.7285050873843036,0.5481915758798043
2,Haute-Normandie,FRD2,Haute-Normandie,0.3886252568197169,0.7753505523959611,0.6050704942680096
2,Basse-Normandie,FRD1,Basse-Normandie,0.4473169983162584,0.7714017278308939,0.6549999358235511
2,Picardie,FRE2,Picardie,0.4043492157219069,0.7597240347730091,0.5625921411144889
2,Rhône-Alpes,FRK2,Rhône-Alpes,0.1699003990543899,0.7636273818439088,0.6067154620354691
2,Corse,FRM0,Corse,0.2949341834191331,0.8027119724869836,0.6278798345205315
2,Alsace,FRF1,Alsace,0.3065961738650121,0.7792183650857399,0.6239664312897877
2,Nord-Pas de Calais,FRE1,Nord-Pas de Calais,0.314434521459893,0.7597241651853274,0.5602999671769158
2,Midi-Pyrénées,FRJ2,Midi-Pyrénées,0.3301055409084178,0.7323696073612946,0.58027744888702
2,Pays de la Loire,FRG0,Pays de la Loire,0.3574391330796497,0.7402114557497628,0.5976797232593183
2,Champagne-Ardenne,FRF2,Champagne-Ardenne,0.3926435174811525,0.7675202910181906,0.5865520922311507
2,Provence-Alpes-Côte d’Azur,FRL0,Provence-Alpes-Côte d’Azur,0.1269218318775846,0.7089570044450225,0.5165106392590145
2,Aquitaine,FRI1,Aquitaine,0.3691698100922205,0.7362776612093025,0.6169250643618299
2,Lorraine,FRF3,Lorraine,0.4004369665740822,0.7792372215630001,0.6385264985002628
2,Franche-Comté,FRC2,Franche-Comté,0.4433954928128464,0.7831170956733571,0.6858159662691992
2,Auvergne,FRK1,Auvergne,0.4394901875304144,0.7792667634639212,0.6619476975521926
2,Bourgogne,FRC1,Bourgogne,0.3926229872966942,0.7635591355475374,0.6244741036077621
2,Languedoc-Roussillon,FRJ1,Languedoc-Roussillon,0.2598225533198004,0.7519134148283433,0.5599773433699456
2,Bretagne,FRH0,Bretagne,0.4238468286370951,0.7519045524229595,0.6325737097356096
2,Panonska Hrvatska,HR02,Panonska Hrvatska,0.4316880129389006,0.775323523498135,0.6444683911797748
2,Jadranska Hrvatska,HR03,Jadranska Hrvatska,0.2871453332221214,0.7792688937850569,0.5936309738376356
2,Sjeverna Hrvatska,HR06,Sjeverna Hrvatska,0.4277299252344365,0.7674924621845031,0.6428453898557672
2,Grad Zagreb,HR05,Grad Zagreb,0.2363550738549568,0.7597482262742139,0.6034118475148499
2,Nyugat-Dunántúl,HU22,Nyugat-Dunántúl,0.3887299941393805,0.7558145364883502,0.5761827400975352
2,Észak-Magyarország,HU31,Észak-Magyarország,0.4082582809141162,0.7557913784984641,0.5933884023800479
2,Dél-Dunántúl,HU23,Dél-Dunántúl,0.3965265821216808,0.7479860894062401,0.5709607956329822
2,Pest,HU12,Pest,0.3339979073457242,0.7401810285681865,0.5512796041352862
2,Budapest,HU11,Budapest,0.122817627132632,0.701136778138616,0.4558506245845045
2,Közép-Dunántúl,HU21,Közép-Dunántúl,0.3769838541254287,0.7558517160372726,0.5641362904514106
2,Észak-Alföld,HU32,Észak-Alföld,0.3848002103951058,0.7051114773829514,0.5260904573800287
2,Dél-Alföld,HU33,Dél-Alföld,0.3691704352646046,0.6855529867035645,0.5060640779814111
2,Eastern and Midland,IE06,Eastern and Midland,0.3964501398939867,0.7909312342820208,0.687152804931852
2,Northern and Western,IE04,Northern and Western,0.3222439363385861,0.7792360104067623,0.6534056423950051
2,Southern,IE05,Southern,0.4433954503384003,0.7909482480047206,0.6983528483342964
2,Ísland,IS00,Ísland,0.0097882546752597,0.6347472022702491,0.3492289685719774
2,Sardegna,ITG2,Sardegna,0.2832336143389585,0.7363201124791476,0.5282046659029915
2,Provincia Autonoma di Bolzano/Bozen,ITH1,Provincia Autonoma di Bolzano/Bozen,0.0760766766736239,0.724538756153087,0.5674573907751947
2,Friuli-Venezia Giulia,ITH4,Friuli-Venezia Giulia,0.2128537498478405,0.763639903633746,0.5936061573521407
2,Toscana,ITI1,Toscana,0.2988336589207127,0.779260627369149,0.6000561620613594
2,Umbria,ITI2,Umbria,0.3262416834110716,0.7441144814842857,0.5747554294430693
2,Emilia-Romagna,ITH5,Emilia-Romagna,0.2597613639547844,0.7402081042211683,0.5480217015836409
2,Sicilia,ITG1,Sicilia,0.209020371427194,0.6855492924587085,0.4401107298745206
2,Lazio,ITI4,Lazio,0.2715074432239094,0.7363004819201501,0.5684914997024827
2,Veneto,ITH3,Veneto,0.2011899200306777,0.7284815845277801,0.5346115279066461
2,Provincia Autonoma di Trento,ITH2,Provincia Autonoma di Trento,0.1503957498954717,0.7441044456377139,0.619135494243514
2,Basilicata,ITF5,Basilicata,0.2637007301830583,0.7441341715218048,0.5121678786534437
2,Calabria,ITF6,Calabria,0.2714510912766813,0.7753555988968616,0.5940827397836345
2,Liguria,ITC3,Liguria,0.283212138639872,0.7597131827685238,0.6515613789627764
2,Valle d’Aosta/Vallée d’Aoste,ITC2,Valle d’Aosta/Vallée d’Aoste,0.0371651560368492,0.7206702267986604,0.4750520066854142
2,Abruzzo,ITF1,Abruzzo,0.2754117625011815,0.7519227195398793,0.5639430760370813
2,Molise,ITF2,Molise,0.2988582233603241,0.7441455896147751,0.5440197758154733
2,Lombardia,ITC4,Lombardia,0.1503584814070768,0.7167570509095025,0.5335346306217053
2,Campania,ITF3,Campania,0.2285134862464957,0.7636544829074537,0.5693267444932912
2,Piemonte,ITC1,Piemonte,0.1699211782003501,0.7245948133380935,0.5501882286165157
2,Marche,ITI3,Marche,0.2793410721344343,0.7363045980931991,0.5235036125716622
2,Puglia,ITF4,Puglia,0.2090051748914327,0.6386545189490515,0.4190242746801311
2,Liechtenstein,LI00,Liechtenstein,0.2519949018975326,0.7673910807752201,0.6560577379598218
2,Vidurio ir vakarų Lietuvos regionas,LT02,Vidurio ir vakarų Lietuvos regionas,0.4277670049720872,0.779263533499339,0.6426425506116503
2,Sostinės regionas,LT01,Sostinės regionas,0.4081699198710758,0.7714188845202304,0.6546611065165255
2,Luxembourg,LU00,Luxembourg,0.3731358787036239,0.7714134880153136,0.6661374710435078
2,Latvija,LV00,Latvija,0.439433350402345,0.7753451394105936,0.6730633739852698
2,Crna Gora,ME00,Црна Гора,0.3808585888093809,0.7792586886941415,0.644792859750077
2,Severna Makedonija,MK00,Северна Македонија,0.3105809929310673,0.7402166687881263,0.5623866960840368
2,Malta,MT00,Malta,0.0997039224546055,0.4278926568995065,0.3013080847910561
2,Friesland (NL),NL12,Friesland (NL),0.0721385093907664,0.78703856147169,0.6486950141277397
2,Drenthe,NL13,Drenthe,0.4314898280372397,0.767508553447324,0.6525026623347019
2,Groningen,NL11,Groningen,0.2947713724673103,0.7753657167772611,0.6140363051903466
2,Noord-Brabant,NL41,Noord-Brabant,0.244163593645265,0.7518944993045158,0.6041774370276541
2,Limburg (NL),NL42,Limburg (NL),0.2559927160933871,0.7480370613712825,0.5905132416544364
2,Gelderland,NL22,Gelderland,0.2872064172983415,0.7675043835151378,0.6497847351444201
2,Zeeland,NL34,Zeeland,0.162092310274879,0.6933238588199286,0.5030222487653161
2,Flevoland,NL23,Flevoland,0.0097059070307962,0.7441477711568187,0.4728686661124988
2,Utrecht,NL31,Utrecht,0.2442765336251556,0.7753108926608534,0.648669786049182
2,Noord-Holland,NL32,Noord-Holland,0.0253017170368986,0.7558680877426106,0.5263583120459241
2,Zuid-Holland,NL33,Zuid-Holland,0.1074117885571105,0.763649303254725,0.5303553795837946
2,Overijssel,NL21,Overijssel,0.3301001564274649,0.7792380365073818,0.6736709494848339
2,Innlandet,NO02,Innlandet,0.1308741544077487,0.7441130971880386,0.5732900806315794
2,Trøndelag,NO06,Trøndelag,0.2636824656085149,0.7480193507411389,0.5930932339300309
2,Nord-Norge,NO07,Nord-Norge,0.1074232021203906,0.724590909709646,0.5156866866407236
2,Oslo og Viken,NO08,Oslo og Viken,0.1933644063216005,0.7480081670565938,0.6054962149727716
2,Agder og Sør-Østlandet,NO09,Agder og Sør-Østlandet,0.240251751077963,0.7402077947082725,0.5976317601675644
2,Vestlandet,NO0A,Vestlandet,0.0956923182670847,0.7323859095724555,0.530564504342964
2,Śląskie,PL22,Śląskie,0.3183716915452806,0.7284863704862017,0.5963673691148147
2,Kujawsko-pomorskie,PL61,Kujawsko-pomorskie,0.326249084360445,0.7206723275264393,0.5580571223198477
2,Wielkopolskie,PL41,Wielkopolskie,0.369136309151994,0.7323826312757079,0.5694705629355378
2,Warmińsko-mazurskie,PL62,Warmińsko-mazurskie,0.2988086431486065,0.7675534591742355,0.6348460602976476
2,Zachodniopomorskie,PL42,Zachodniopomorskie,0.3339934478729645,0.763628603291365,0.6286914014755859
2,Dolnośląskie,PL51,Dolnośląskie,0.3926123351664565,0.7479854953553728,0.6017432666821455
2,Opolskie,PL52,Opolskie,0.4082854822316212,0.7323521332803,0.5796563740525034
2,Łódzkie,PL71,Łódzkie,0.3926557557645734,0.7206559860198918,0.5674544071221944
2,Pomorskie,PL63,Pomorskie,0.3183325975137815,0.7480006529720409,0.6084098902652187
2,Lubuskie,PL43,Lubuskie,0.412110411837534,0.7558031463047661,0.6359148461031778
2,Mazowiecki regionalny,PL92,Mazowiecki regionalny,0.416106581228218,0.7362826185239603,0.5932762232446728
2,Świętokrzyskie,PL72,Świętokrzyskie,0.4160821268750688,0.744099054402653,0.5991901020630607
2,Podkarpackie,PL82,Podkarpackie,0.4473006997004801,0.7831506357386324,0.655865302484204
2,Lubelskie,PL81,Lubelskie,0.4160826573855029,0.7441098202463561,0.5846329136583965
2,Małopolskie,PL21,Małopolskie,0.4121340733610246,0.7753522623615005,0.6432048443913425
2,Podlaskie,PL84,Podlaskie,0.4239086362745378,0.7597193759764087,0.6269251233894136
2,Warszawski stołeczny,PL91,Warszawski stołeczny,0.2988997281317335,0.7323957900529042,0.5907093298286298
2,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,0.1386532523488135,0.666023170317863,0.4350933648420923
2,Centro (PT),PT16,Centro (PT),0.275418816159206,0.7050482196659175,0.524166554808264
2,Alentejo,PT18,Alentejo,0.2793829257095687,0.5878639135067236,0.4353702904432416
2,Algarve,PT15,Algarve,0.201267156511958,0.6269512402242869,0.4456697285154231
2,Norte,PT11,Norte,0.263696314623269,0.7167795986051303,0.5220016923522124
2,Região Autónoma dos Açores,PT20,Região Autónoma dos Açores,0.3027239829689903,0.8456566768097721,0.7179100066405962
2,Região Autónoma da Madeira,PT30,Região Autónoma da Madeira,0.1737918138241543,0.8301606159689522,0.6381906457371338
2,Nord-Est,RO21,Nord-Est,0.3887283170432618,0.7636299295244723,0.5959912099311678
2,Sud-Muntenia,RO31,Sud-Muntenia,0.3613916990405279,0.7206574829644363,0.5131866652780503
2,Sud-Est,RO22,Sud-Est,0.3184414676504215,0.7363192065017258,0.4936892475579143
2,Centru,RO12,Centru,0.447297618796303,0.7675268028816215,0.6479104619521078
2,Nord-Vest,RO11,Nord-Vest,0.423869742813088,0.7597037789687877,0.6307634482707124
2,Bucureşti-Ilfov,RO32,Bucureşti-Ilfov,0.2011601182063497,0.7011280081168615,0.4700422161311636
2,Sud-Vest Oltenia,RO41,Sud-Vest Oltenia,0.3614036704802065,0.7362862006947078,0.5532152000661934
2,Vest,RO42,Vest,0.416092927506456,0.7597069687790994,0.6156525042416015
2,Region Šumadije i Zapadne Srbije,RS21,Регион Шумадије и Западне Србије,0.4512075880777273,0.7636154636406743,0.6515401563025588
2,Autonomous Province of Vojvodina,RS12,Регион Војводине,0.3965634350734917,0.6894492580406443,0.505745188181468
2,Region Južne i Istočne Srbije,RS22,Регион Јужне и Источне Србије,0.4082408251138449,0.7519287674787463,0.6260056132501611
2,City of Belgrade,RS11,Београдски регион,0.2871506675227961,0.720675667399442,0.5546427255798301
2,Stockholm,SE11,Stockholm,0.1661312511727587,0.7597035490624959,0.6211209305029934
2,Östra Mellansverige,SE12,Östra Mellansverige,0.205091492743417,0.7675287275984504,0.6415224430208154
2,Småland med öarna,SE21,Småland med öarna,0.2558683447040491,0.7636248179591194,0.6585400002538472
2,Västsverige,SE23,Västsverige,0.1934121943474123,0.7675339785257257,0.6452344940668048
2,Övre Norrland,SE33,Övre Norrland,0.2011946493408777,0.7480011993007744,0.614703764707193
2,Norra Mellansverige,SE31,Norra Mellansverige,0.2636584558831326,0.767522299952483,0.6493231061746236
2,Mellersta Norrland,SE32,Mellersta Norrland,0.2871418250344082,0.767538864538908,0.642587606281947
2,Sydsverige,SE22,Sydsverige,0.3221666090425393,0.7675282204455234,0.6438800109607736
2,Zahodna Slovenija,SI04,Zahodna Slovenija,0.3417332727887836,0.783113436137906,0.6972064095155697
2,Vzhodna Slovenija,SI03,Vzhodna Slovenija,0.462918916526359,0.7831127397701865,0.6951130009523585
2,Stredné Slovensko,SK03,Stredné Slovensko,0.4395004322392828,0.7792294857484037,0.6816306295302341
2,Východné Slovensko,SK04,Východné Slovensko,0.4199526470444705,0.78313291136104,0.6592899343177366
2,Západné Slovensko,SK02,Západné Slovensko,0.3730935755602569,0.7753540467604216,0.5715519370569511
2,Bratislavský kraj,SK01,Bratislavský kraj,0.2441812205405635,0.7792855344354862,0.5734878471903399
2,"Kastamonu, Çankırı, Sinop",TR82,"Kastamonu, Çankırı, Sinop",0.1933942166607235,0.767546805118298,0.5276292658749783
2,"Zonguldak, Karabük, Bartın",TR81,"Zonguldak, Karabük, Bartın",0.3144988036563972,0.7792439940574449,0.6426296564010496
2,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",0.0879000299142037,0.361299669128203,0.2262510235863577
2,"Antalya, Isparta, Burdur",TR61,"Antalya, Isparta, Burdur",0.1543342304957516,0.6230293196433746,0.3800597018239656
2,"Adana, Mersin",TR62,"Adana, Mersin",0.1504173106372468,0.5878767441058321,0.3681092101943302
2,"Manisa, Afyonkarahisar, Kütahya, Uşak",TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",0.1816909616709175,0.619133865951382,0.3688122238514698
2,"Bursa, Eskişehir, Bilecik",TR41,"Bursa, Eskişehir, Bilecik",0.1543478323057306,0.7246040796426277,0.4111338725927426
2,"Tekirdağ, Edirne, Kırklareli",TR21,"Tekirdağ, Edirne, Kırklareli",0.2988730179910494,0.7519607466032732,0.4616150389094564
2,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",0.2558416016386938,0.7831723397921249,0.5904185036807872
2,"Balıkesir, Çanakkale",TR22,"Balıkesir, Çanakkale",0.2754204368597948,0.7284914561791299,0.5041092916882325
2,İzmir,TR31,İzmir,0.1855496078599215,0.6503627436199876,0.4558307275575391
2,İstanbul,TR10,İstanbul,0.1230203116160897,0.7597261431159483,0.521117370929127
2,"Aydın, Denizli, Muğla",TR32,"Aydın, Denizli, Muğla",0.1973224747383321,0.6308312890248179,0.4295831062564789
2,Ankara,TR51,Ankara,0.0372740569454987,0.5058388391968649,0.2648767943477922
